"","5","10","15","20","25","30"
"1",2.33053314433432,8.99583218190978,11.6297728981186,13.9653636998106,22.4423855188796,29.084942511593
"2",3.15082794694482,7.616528392255,14.1283799783877,26.9012370448682,22.1065081169368,23.7143591048037
"3",3.74396132808971,12.6017478836797,16.4775751979142,20.1473577016073,25.0815648242539,33.6676372817397
"4",5.40261293254743,13.3717097148668,15.0043693161015,22.9881327369354,21.7785293147313,26.9033636538713
"5",4.26016092896675,10.4144323654732,14.8749891763637,24.2471701718153,18.9577034346614,22.5675976248372
"6",5.20149812815205,9.53392155510305,16.737237019877,19.618690567692,29.3371166446516,21.954414286667
"7",5.58081927499049,8.87923674690102,13.4606607039001,16.4265091946793,27.436510921261,22.1590980720005
"8",4.43836727140981,8.99583218190978,15.5109668012742,15.4082075529538,20.6327178456122,27.6572742504511
"9",4.88641333167039,11.6151623413525,17.5324324805203,22.8081277274289,19.9576513451156,34.4210912372455
"10",4.38120332554155,12.566925736997,10.5865833850398,16.2736668592384,22.5343165447462,31.9248654141349
"11",4.76537093509559,10.3261575734374,14.6287915343638,18.0830280809662,21.7163884190727,36.5027924138562
"12",5.45977687841569,10.1666301961273,11.7920233028137,23.777475109038,25.1358127301219,34.2970553848016
"13",3.74396132808971,10.7411500079123,14.0264773116361,21.8159554997284,27.3147355639237,31.3641647246075
"14",3.47298514791501,8.31414514275838,12.0133151476412,19.2791112405485,27.448870553867,30.9192576556034
"15",5.25866207402031,8.58083974743492,10.7142690863969,20.1767398014544,20.5476140704588,31.7247081978365
"16",3.3519427513402,10.8009501558404,15.0856823315974,21.5820533335694,19.9948611009575,30.6564340749329
"17",3.15082794694482,7.10056918737417,14.8825847091357,20.8955415869468,16.0635188956237,35.5683110362326
"18",2.83574315046316,8.71970936959091,16.8847914625073,23.3881674518723,25.6360691828857,28.3735077582513
"19",4.94357727753865,10.1682415148161,10.1766679031013,17.2709202406157,19.4045705073122,26.3462065089285
"20",4.88641333167039,6.28635700186203,12.6431319557887,21.8042337435779,18.9869759031256,35.4414951304772
"21",4.88641333167039,10.4144323654732,14.3001670215803,20.9857788008967,26.7645124890042,31.6127137981134
"22",3.15082794694482,11.0835744718689,15.5499547184594,17.5878449638796,27.3718325719245,32.5113991133331
"23",3.15082794694482,12.0919791534594,8.85516234269012,21.1630813671326,22.2342934256309,35.2271526201034
"24",2.33053314433432,7.86433056160087,12.607758458694,24.6878423801848,26.6123564582368,36.4796354232189
"25",4.38120332554155,11.0770729681592,16.5982253569497,17.1067624774596,25.488218045045,31.2203874472033
"26",4.43836727140981,11.992405925212,11.7285781305473,21.9642591444776,25.3564099157546,38.5668347105593
"27",4.56425613070021,7.86433056160087,15.5604814960037,14.4301299289285,24.5119406069797,33.7058950243461
"28",5.20149812815205,8.56194731210425,16.2337382140981,22.2808446595502,24.0964248332561,23.1994717761363
"29",5.58081927499049,10.8009501558404,13.1442916257341,21.8433582122149,25.3331548884001,38.7874102134987
"30",4.05904612457137,12.8778706959985,17.2328885694427,20.2836324034341,26.3338340057733,31.9481381115424
"31",4.38120332554155,11.8158563411405,13.1358684224291,17.8117415036643,22.5029241841992,32.4500136506174
"32",4.43836727140981,10.6022803857563,15.3270685922634,19.4059637928856,22.4219887620384,34.577147591751
"33",4.56425613070021,12.7895959039628,11.5140317003697,19.0109841317856,21.8788165744023,27.1656022773791
"34",2.33053314433432,11.9041311331763,10.161405890135,18.0521642070248,22.0109609136083,27.9766680262869
"35",2.83574315046316,11.8158563411405,13.8622526583362,21.3099915700657,21.6260093428294,31.058314990692
"36",3.53014909378327,8.4736725200685,16.0804301460619,21.8925742756563,21.878977896875,26.8636352954656
"37",3.74396132808971,12.020726568185,9.54114232576349,20.3568924431776,27.4726089464772,26.6449266200917
"38",2.83574315046316,10.835772302523,18.1267248799615,20.1318136350807,23.9900085499326,26.7434974018868
"39",3.74396132808971,10.042217872165,8.72574445197195,22.6278945827342,19.4571605188281,27.50689964339
"40",2.33053314433432,11.243101849179,12.0138960844644,25.7432362254916,13.2503205007926,29.1888322370777
"41",4.43836727140981,11.7446037558662,10.4698976320213,19.8275181267341,23.722846352346,35.2489453587943
"42",5.25866207402031,9.73259132518712,11.2237869799776,23.9979345902729,22.4593620664758,24.9066131639427
"43",3.53014909378327,9.63665364533248,14.5230913355522,19.530492736395,21.4800982595674,24.5576408147363
"44",4.88641333167039,10.5739597427833,9.904233036713,25.1417541039965,25.9637358768311,26.0918025076831
"45",5.08045573157724,12.159596190341,15.464102726267,15.7666437603379,27.2049509304496,32.1015834006333
"46",4.94357727753865,9.2784564979383,13.1241158943964,19.2976208297282,22.7935077017331,30.4348060664466
"47",5.45977687841569,10.9952996798331,18.1009326352122,20.3211247809149,20.8985192795679,29.024773679511
"48",5.20149812815205,10.3261575734374,12.2147070835006,13.9357055323527,30.9138062397924,36.2440360464312
"49",5.58081927499049,10.042217872165,14.3991082384573,17.4675920687349,19.900368851546,36.229911785499
"50",4.56425613070021,10.3859577213655,12.6378137418589,20.4371592586922,19.9894904125877,32.221679867616
"51",4.38120332554155,10.6780102450364,11.3575619215239,24.7010092788663,22.5372627836476,19.1234766158594
"52",4.94357727753865,12.2761916253498,12.6826294251725,24.6548351950393,21.4812647749074,37.6963271890889
"53",4.05904612457137,7.23001060188782,16.127563987148,21.5564876050359,26.08134997354,26.2092291403876
"54",4.76537093509559,9.4990994084204,12.1483360949601,21.7834912227747,20.5658053582276,33.3288549733921
"55",5.25866207402031,6.12682962455191,16.0671873425223,19.8076187886656,27.3458894206061,30.2061299277389
"56",2.33053314433432,11.7811912223723,17.7364920023809,23.0025875856759,26.9619998955479,27.1433208615426
"57",4.88641333167039,6.12682962455191,14.4589827745439,19.0569444056936,27.5103428354741,27.5099263935645
"58",5.58081927499049,10.1967161589238,14.8417616266244,24.9706410086576,24.3124956317035,37.5130523181622
"59",3.47298514791501,10.8658582653195,9.21735037939721,20.6840139017165,24.3120905175118,31.0897702345109
"60",3.47298514791501,9.08410697394554,12.7841200119082,14.22360035931,25.1851269585645,26.7914061713604
"61",5.40261293254743,8.80798416162667,15.065855186159,20.9691023240992,24.0250154815986,36.7216630371859
"62",3.74396132808971,13.2627771676769,13.558100621354,26.7430951283916,28.3537427852943,36.6251908386704
"63",2.33053314433432,9.92059334660491,10.8595813184859,15.4254442791891,27.691410982187,33.8045690932364
"64",4.56425613070021,10.6022803857563,14.7697916153589,14.5084164375662,26.0786646126466,23.7412618020202
